AccountId,CustomerId,CreditScore,Balance,EstimatedSalary,Tenure
201,15604482,850,141040.02,5978.20,2
202,15622911,759,105420.18,121409.06,4
203,15600974,516,.00,146145.94,5
204,15727868,711,129022.06,14374.86,2
205,15627801,512,176666.63,94670.77,3
206,15773039,550,.00,179670.31,3
207,15755262,608,89763.84,199304.73,3
208,15679531,618,134954.53,151954.39,5
209,15684181,643,.00,142513.50,5
210,15612087,671,106376.85,158264.63,2
211,15752047,689,161814.64,169381.91,2
212,15624592,603,.00,169915.02,8
213,15573152,620,.00,88852.47,9
214,15594917,676,63095.01,40645.81,1
215,15785542,572,118287.01,60427.30,4
216,15723488,668,106854.21,157959.02,7
217,15680920,695,49512.55,133007.34,7
218,15786308,730,.00,176576.63,9
219,15659366,807,105799.32,34888.04,1
220,15774854,592,.00,28737.71,8
221,15725311,726,114722.05,98178.57,9
222,15787155,514,.00,125010.24,7
223,15727829,567,.00,167984.61,2
224,15733247,850,.00,4861.72,10
225,15568748,671,99564.22,108872.45,6
226,15699029,670,170557.91,198252.88,4
227,15774393,694,.00,26960.31,9
228,15676895,547,74596.15,85746.52,6
229,15637753,751,96888.39,77206.25,2
230,15605461,594,130830.22,61048.53,3
231,15808473,673,.00,111981.19,1
232,15627000,610,.00,62232.60,0
233,15787174,512,.00,156105.03,1
234,15723886,767,119714.25,150135.38,3
235,15704769,585,113978.97,93146.11,5
236,15772896,763,100160.75,33462.94,6
237,15711540,712,.00,144375.00,2
238,15764866,539,116220.50,55803.96,3
239,15794056,668,.00,89048.46,2
240,15795149,703,81173.83,162812.16,2
241,15812009,662,.00,136259.66,4
242,15651001,725,116803.80,124052.97,5
243,15813844,703,105961.68,74158.80,8
244,15596175,659,117411.60,45071.09,6
245,15576269,523,.00,62030.06,7
246,15797219,635,123497.58,131953.23,10
247,15685500,772,152400.52,79414.00,7
248,15599792,545,.00,199638.56,1
249,15657566,634,103097.85,157577.30,8
250,15772423,739,126418.14,134420.75,8
251,15628112,771,77846.90,99805.99,5
252,15753754,587,.00,97932.68,1
253,15793726,681,.00,170968.98,0
254,15694717,544,79731.91,57558.95,2
255,15665834,696,.00,176713.47,8
256,15765297,766,.00,34283.23,0
257,15636684,727,.00,198637.34,10
258,15592979,671,37266.67,156917.13,6
259,15750803,693,127992.25,50457.20,6
260,15607178,850,54901.01,140075.55,3
261,15713853,732,108748.08,65323.11,9
262,15673481,726,99906.19,64323.24,6
263,15686776,557,184686.41,14956.44,6
264,15673693,682,110654.02,111879.21,0
265,15700696,738,79019.80,18606.23,9
266,15813163,531,99240.51,123137.01,9
267,15653857,498,.00,148528.23,2
268,15777076,651,.00,13898.31,7
269,15717398,549,.00,81259.25,7
270,15799217,791,52436.20,161051.75,7
271,15787071,650,.00,191599.67,9
272,15619955,733,100337.96,48559.19,3
273,15796505,811,149297.19,186339.73,1
274,15725166,707,.00,33159.37,8
275,15800116,712,145605.44,93883.53,4
276,15758685,706,.00,110899.30,7
277,15694456,756,.00,11199.04,3
278,15767339,777,.00,189992.97,10
279,15683562,646,84026.86,164255.69,6
280,15782210,714,.00,152167.80,1
281,15668893,782,.00,33949.67,8
282,15669169,775,.00,68143.93,10
283,15643024,479,138718.92,47251.79,4
284,15699389,807,118274.71,25885.72,7
285,15708608,799,174185.98,192633.84,8
286,15626144,675,113208.86,34577.36,7
287,15573112,602,103907.28,161229.84,5
288,15790678,475,119023.28,100816.29,8
289,15727556,744,166297.89,181694.44,5
290,15697307,588,.00,79078.91,10
291,15652266,703,63227.00,137316.31,9
292,15607098,747,94521.17,194926.86,5
293,15655774,583,.00,51285.49,7
294,15590241,750,112822.26,150401.53,9
295,15785819,681,.00,112491.96,3
296,15723654,773,135903.33,73656.38,2
297,15774510,714,125169.26,106636.89,4
298,15684173,687,.00,155853.52,7
299,15650068,511,149117.31,162599.52,0
300,15811490,627,.00,103737.82,5
301,15803976,694,.00,160990.27,10
302,15682541,616,132311.70,15462.84,6
303,15695699,687,.00,10334.05,8
304,15624188,712,.00,190686.16,6
305,15812191,553,118082.89,94440.45,4
306,15636673,667,119266.69,28257.63,1
307,15594898,731,.00,170034.95,2
308,15660211,629,156847.30,31824.29,7
309,15773972,614,137104.47,127166.49,4
310,15746726,438,78398.69,44937.01,8
311,15712287,652,.00,188603.06,4
312,15702919,729,63669.42,145111.38,6
313,15674398,642,.00,171463.83,3
314,15797960,806,135296.33,182822.50,0
315,15631868,744,153804.44,87213.33,2
316,15581539,474,.00,57175.32,3
317,15662736,559,147069.78,120540.83,2
318,15666252,706,.00,28714.34,9
319,15677512,628,.00,85426.28,3
320,15626114,429,95741.75,46170.75,4
321,15810834,525,145965.33,64448.36,2
322,15678910,680,141441.75,16278.97,8
323,15694408,749,139290.41,182855.42,1
324,15585215,763,.00,50404.72,4
325,15682757,734,.00,107640.25,3
326,15736601,716,144428.88,134132.66,4
327,15601848,594,.00,103480.69,2
328,15736008,644,95441.27,108761.05,9
329,15669064,671,144848.73,179012.30,1
330,15624528,664,116244.14,95145.14,7
331,15598493,656,.00,72143.44,7
332,15601274,667,146502.06,19162.89,1
333,15702669,663,117028.60,144680.19,2
334,15728669,584,112013.81,177772.03,8
335,15742668,626,108269.37,5597.94,6
336,15697441,485,182123.80,116828.51,7
337,15740476,659,150923.73,174652.52,3
338,15648064,649,.00,2010.98,2
339,15636624,805,165272.13,14109.85,5
340,15807923,716,115301.31,43527.40,10
341,15745844,642,129502.49,86099.23,6
342,15786170,659,118342.26,161574.19,4
343,15681081,545,.00,38970.14,5
344,15684484,543,.00,127587.22,8
345,15785869,718,.00,30380.12,7
346,15763859,840,.00,90908.95,7
347,15658935,630,106937.05,138275.02,9
348,15747358,643,170331.38,32171.79,3
349,15735203,654,114510.85,126143.23,1
350,15576256,582,.00,129892.93,5
351,15659420,659,107594.11,102416.84,3
352,15593365,762,81273.13,18719.67,2
353,15777352,568,169399.59,61936.22,7
354,15812007,670,.00,78358.94,6
355,15625461,613,187841.98,147224.27,1
356,15739438,539,.00,160979.66,0
357,15611759,850,126776.30,132298.48,8
358,15661629,522,126436.29,174248.52,9
359,15633950,737,101960.74,123547.28,1
360,15592386,520,.00,32790.02,3
361,15803716,706,.00,181543.67,3
362,15696674,643,150842.94,2319.96,2
363,15706365,648,102535.57,189543.19,9
364,15745088,443,99027.61,10940.40,9
365,15676715,640,.00,199493.38,9
366,15613085,628,.00,188193.25,3
367,15633537,540,87271.41,172572.64,9
368,15594720,460,102742.91,189339.59,8
369,15684042,636,40105.51,53512.16,2
370,15583303,593,152265.44,34004.44,2
371,15611579,801,141947.67,10598.29,4
372,15774696,640,106307.91,113428.77,1
373,15694506,611,107884.81,183487.98,0
374,15688074,802,125013.72,187658.09,1
375,15759537,717,58469.37,172459.39,7
376,15758449,769,.00,21016.00,8
377,15583456,745,117231.63,122381.02,10
378,15667871,572,152390.27,128123.66,4
379,15677371,629,34013.63,19570.63,2
380,15629677,687,.00,188150.59,2
381,15713578,483,.00,111020.24,9
382,15591509,690,101583.11,123775.15,7
383,15568240,492,77168.87,146700.22,10
384,15622993,709,124695.72,145251.34,8
385,15689294,705,105934.96,82463.69,3
386,15720910,560,.00,15928.49,9
387,15721181,611,.00,45886.33,6
388,15776433,730,.00,186489.95,2
389,15748936,709,.00,162922.66,2
390,15717225,544,161525.95,9262.77,10
391,15685226,712,147199.06,84932.40,7
392,15785611,752,183102.30,71557.12,3
393,15573456,648,127209.00,77405.95,9
394,15684548,556,.00,417.41,8
395,15620505,594,97378.54,71405.17,0
396,15807432,645,136925.09,153400.23,2
397,15584766,557,54503.55,371.05,3
398,15612187,547,155726.84,67789.99,8
399,15762218,701,.00,145894.91,9
400,15646372,616,135842.41,183840.52,1
401,15690452,605,63349.75,108887.44,1
402,15747795,593,129499.42,154071.27,4
403,15781589,751,.00,179291.84,8
404,15732674,443,70438.01,56937.43,6
405,15642291,685,.00,112239.03,8
406,15692761,718,.00,45909.87,9
407,15578045,538,141434.05,173779.25,9
408,15745354,611,.00,125696.26,4
409,15701376,668,152958.30,159585.61,10
410,15691625,537,138306.34,106761.47,3
411,15566594,709,.00,129590.18,10
412,15760431,850,.00,80006.65,1
413,15686302,745,124328.84,140451.52,3
414,15801559,693,181461.48,187929.44,9
415,15810432,795,.00,167155.36,8
416,15809616,626,.00,191420.70,8
417,15720559,487,110368.03,11384.45,5
418,15695632,556,89588.35,94898.10,9
419,15659843,643,.00,106781.59,6
420,15615624,605,.00,159508.52,6
421,15810418,756,115924.89,93524.19,3
422,15716186,586,.00,87168.46,2
423,15674551,535,111756.50,8128.32,7
424,15622834,678,.00,125518.32,4
425,15566111,596,.00,48963.59,9
426,15784597,648,162923.84,98368.24,9
427,15652883,492,124576.65,148584.61,10
428,15806964,702,80793.58,27474.81,0
429,15576313,486,71340.09,76192.21,9
430,15806467,568,99282.63,134600.94,1
431,15597602,619,137946.39,72467.99,3
432,15743040,724,127892.57,199645.45,2
433,15705521,548,101084.36,42749.85,0
434,15595039,545,114754.08,136050.44,8
435,15799384,683,.00,73564.44,8
436,15581197,762,99286.98,85578.63,3
437,15693737,627,79871.02,129826.89,4
438,15624623,516,104088.59,119666.00,10
439,15783501,800,168190.33,68052.08,2
440,15690134,464,85679.25,164104.73,3
441,15782735,626,.00,80190.36,3
442,15611088,790,.00,84126.75,9
443,15672145,534,121551.58,70179.00,7
444,15732628,745,122220.19,118024.10,2
445,15787470,553,116528.15,145704.19,3
446,15803406,748,77780.29,183049.41,1
447,15730460,722,.00,120906.83,2
448,15644572,501,125832.20,100433.83,4
449,15694860,675,68065.80,138777.00,6
450,15658169,778,127299.34,124694.99,6
451,15794396,494,174937.64,40084.32,7
452,15785798,850,.00,119232.33,9
453,15710825,592,110071.10,43921.36,7
454,15668444,590,139432.38,62222.81,3
455,15726631,758,127357.76,56577.00,6
456,15733797,506,.00,164253.34,5
457,15747960,733,.00,7666.73,3
458,15634632,711,.00,68487.51,3
459,15707362,514,95556.31,199273.98,1
460,15662976,637,.00,186062.36,8
461,15732778,468,111681.98,195711.16,1
462,15718443,539,.00,36692.17,3
463,15670039,509,108738.71,106920.57,3
464,15773792,662,133950.38,48725.68,4
465,15613786,818,.00,167036.94,4
466,15726032,608,89968.69,68777.26,9
467,15663252,850,.00,18924.92,9
468,15593782,816,130878.75,71905.77,5
469,15633283,536,.00,64833.28,8
470,15749167,753,.00,184843.77,3
471,15759298,631,134169.63,176730.02,10
472,15683625,703,149762.08,20629.40,1
473,15635367,774,93844.69,28415.36,2
474,15681705,785,.00,77231.27,8
475,15603156,571,.00,102750.70,1
476,15591986,621,141078.38,34580.80,6
477,15798888,605,117992.59,183598.77,1
478,15809722,611,100812.33,147358.27,8
479,15677538,569,.00,108469.20,7
480,15797736,658,80262.60,20612.82,4
481,15695585,788,156478.63,181196.77,6
482,15744398,525,.00,160249.09,5
483,15750658,798,.00,110783.28,8
484,15578186,486,115217.99,144995.33,9
485,15676519,615,.00,150227.84,9
486,15637954,730,155470.55,53718.28,0
487,15758639,641,.00,75248.30,7
488,15613772,542,135096.77,14353.43,3
489,15731744,692,.00,130486.57,2
490,15807709,714,180075.22,100127.71,9
491,15714689,591,97541.24,196356.17,1
492,15699005,710,156067.05,9983.88,2
493,15624170,639,81550.94,118974.77,4
494,15725679,531,.00,194998.34,6
495,15585865,673,170061.92,134901.34,2
496,15804256,765,92310.54,72924.56,8
497,15662403,622,169089.38,101057.95,6
498,15733616,806,80613.93,142838.64,5
499,15591995,757,121581.56,127059.04,8
500,15677020,570,.00,116503.92,8
501,15727688,555,.00,54405.79,4
502,15715941,692,.00,88721.84,5
503,15714485,774,85891.55,74135.48,5
504,15730059,638,77637.35,111346.22,9
505,15715527,543,.00,194902.16,4
506,15576623,584,.00,31474.27,5
507,15805565,691,116927.89,21198.39,7
508,15677307,684,137326.66,186976.59,6
509,15773890,733,.00,117202.19,5
510,15598883,599,.00,143739.30,2
511,15568506,524,67238.98,161811.23,10
512,15761043,632,86569.76,98090.91,6
513,15782236,735,.00,71095.41,5
514,15593601,734,133598.41,13107.24,6
515,15682048,605,136188.78,67110.59,3
516,15746902,793,.00,88225.02,9
517,15752081,468,.00,62256.87,10
518,15781307,779,120092.52,135925.72,7
519,15775912,698,101238.24,177815.88,4
520,15745417,707,89685.92,126471.13,6
521,15671256,850,211774.31,188574.13,1
522,15653547,850,131317.48,119175.45,7
523,15595766,527,93722.73,139093.73,5
524,15742358,696,101160.99,115916.55,8
525,15763274,661,120320.54,96463.25,3
526,15786063,776,.00,112349.51,2
527,15600258,701,.00,165303.80,2
528,15573318,610,.00,166031.08,8
529,15653849,572,152827.98,38411.79,3
530,15694272,673,64097.75,77783.35,1
531,15736112,519,119035.35,29871.79,2
532,15749851,702,135219.56,59747.63,4
533,15663478,729,93694.42,79919.13,6
534,15592300,543,59408.63,76773.53,10
535,15567832,550,114354.95,54018.93,7
536,15776780,608,.00,70649.64,1
537,15592846,639,128173.90,59093.39,10
538,15739803,686,.00,127569.80,9
539,15794142,564,114931.35,18260.98,5
540,15762729,745,111071.36,73275.96,1
541,15667896,833,151226.19,136129.48,8
542,15626578,622,.00,153237.59,9
543,15776223,597,64740.12,106841.12,4
544,15705953,721,169312.13,109078.35,0
545,15802593,504,.00,87822.14,7
546,15615457,842,112652.08,126644.98,2
547,15708916,587,.00,47414.15,0
548,15720187,479,143964.36,41879.99,7
549,15595440,508,122451.46,75808.10,7
550,15600651,749,.00,47911.03,1
551,15750141,721,65253.07,28737.78,3
552,15657284,674,106901.94,2079.20,6
553,15763063,685,128509.63,121562.33,10
554,15709324,417,.00,55003.79,7
555,15711309,574,129834.67,193131.42,3
556,15775318,590,154962.98,191932.27,3
557,15705515,587,138241.91,159418.09,5
558,15634844,598,91536.93,191468.78,3
559,15717046,741,.00,38913.68,3
560,15571816,850,.00,705.18,5
561,15670080,584,105204.01,138490.03,7
562,15800440,650,152968.73,82970.69,1
563,15665678,607,158261.69,76744.72,8
564,15665956,509,.00,71244.59,1
565,15788126,689,121021.05,12182.15,6
566,15811773,543,.00,141210.50,4
567,15651674,438,.00,191763.06,2
568,15689614,687,137715.66,37938.74,1
569,15795564,737,121192.22,74890.58,5
570,15706647,761,.00,166698.19,7
571,15728505,601,100486.18,62678.53,1
572,15730076,651,.00,67740.08,1
573,15622003,745,92566.53,161519.77,9
574,15607312,648,.00,159835.78,10
575,15644753,848,110929.96,30876.84,3
576,15653620,546,.00,14858.10,8
577,15761986,439,138901.61,75685.97,3
578,15633922,755,123217.66,144183.09,4
579,15734674,593,.00,65170.66,6
580,15658032,701,.00,82526.92,2
581,15692671,701,.00,169161.45,8
582,15737741,607,108431.87,109291.39,2
583,15576352,586,.00,6057.81,3
584,15753719,547,72392.41,77077.14,9
585,15803689,647,119741.77,54954.51,1
586,15718057,760,100946.71,179614.80,2
587,15722010,621,170491.84,35588.07,9
588,15680998,725,.00,117356.14,5
589,15614782,526,.00,160696.72,1
590,15591047,519,157296.02,147278.44,6
591,15788291,713,144606.22,56594.36,7
592,15604044,700,134811.30,1299.75,8
593,15679587,666,115897.12,25095.03,9
594,15775153,630,82034.00,146326.45,4
595,15603925,779,174318.13,38296.21,4
596,15680970,611,114206.84,164061.59,2
597,15697183,685,.00,107811.28,9
598,15567446,646,111574.41,30838.51,9
599,15637476,683,162448.69,9221.78,5
600,15714939,484,148249.55,33738.27,4
601,15683503,601,.00,110916.15,8
602,15645569,762,123709.46,169654.56,7
603,15782569,687,.00,69829.40,9
604,15592387,566,.00,54926.51,5
605,15609286,702,150525.80,94728.49,10
606,15814035,601,.00,80393.27,9
607,15661249,699,.00,111307.98,4
608,15629117,584,.00,19834.32,10
609,15607170,699,.00,78397.24,5
610,15586585,698,111018.98,86410.28,2
611,15686611,495,129755.99,172749.66,10
612,15603203,650,.00,1002.39,6
613,15619857,605,129555.70,13601.79,2
614,15805062,667,87202.38,77866.91,1
615,15660271,688,146133.39,175296.77,8
616,15745295,727,.00,121751.04,0
617,15719352,754,170184.98,89593.26,6
618,15766575,612,140745.33,193437.89,8
619,15594594,546,139070.52,86945.00,7
620,15646161,673,.00,183318.80,8
621,15682585,593,114193.24,71154.10,9
622,15603134,656,167878.50,151887.16,10
623,15636444,535,141616.55,75888.65,5
624,15773456,678,145747.67,89566.74,3
625,15745307,477,129120.64,26475.79,2
626,15604119,850,110349.82,126355.80,7
627,15626900,427,141325.56,93839.30,1
628,15605447,752,78653.84,7698.60,2
629,15589030,649,.00,145593.84,1
630,15692463,799,142253.66,45042.56,3
631,15712403,589,.00,61108.56,1
632,15811762,583,115988.86,57553.98,6
633,15718673,839,75592.43,62674.42,10
634,15724282,540,164113.05,12120.79,3
635,15738181,850,67996.23,50129.87,6
636,15633648,696,.00,55022.43,5
637,15603323,660,.00,117834.91,1
638,15583725,682,138778.16,168840.23,1
639,15588350,744,147832.16,24234.11,10
640,15798398,785,135438.41,190627.02,4
641,15784844,752,116060.08,156618.38,5
642,15580684,706,112564.62,42334.38,5
643,15809663,583,125406.58,110784.42,1
644,15640078,660,135134.98,173683.00,5
645,15698786,819,133102.92,27046.46,9
646,15569807,673,42157.08,20598.59,8
647,15730830,752,.00,104991.28,3
648,15805112,578,82259.29,8996.97,7
649,15633064,438,.00,64420.50,4
650,15703119,652,.00,145700.22,6
651,15730447,629,.00,196335.48,4
652,15813850,720,.00,14781.12,7
653,15711889,668,150461.06,108139.23,3
654,15664610,459,133994.52,19287.06,4
655,15751710,729,164870.81,9567.39,8
656,15692926,498,121702.73,132210.48,8
657,15813741,549,193858.20,21600.11,6
658,15698474,601,131039.97,199661.50,1
659,15568595,544,113829.45,124341.49,9
660,15603065,751,.00,15766.10,6
661,15592937,632,81877.38,33642.21,3
662,15699637,694,116326.07,117704.65,8
663,15667215,678,.00,58803.28,2
664,15788659,695,.00,137537.22,4
665,15763218,661,.00,131300.69,1
666,15645772,661,.00,84174.81,9
667,15725511,559,127070.73,160941.78,3
668,15575024,503,.00,143954.98,3
669,15640825,695,122549.64,56297.85,3
670,15662397,640,176099.13,8404.73,5
671,15576368,624,122388.38,30020.09,3
672,15674991,667,.00,58137.42,9
673,15721024,642,.00,47472.68,0
674,15745621,640,118879.35,19131.71,6
675,15642394,529,.00,187288.50,5
676,15754605,563,.00,17603.81,5
677,15607040,593,88736.44,67020.03,4
678,15715142,739,102703.62,147802.94,7
679,15810978,788,.00,41610.62,1
680,15668886,684,.00,44255.65,3
681,15780804,482,97318.25,78416.14,5
682,15613880,591,128468.69,137254.55,5
683,15775238,651,133432.59,151303.48,4
684,15786905,749,141782.56,86333.63,8
685,15747867,583,135125.28,89801.90,9
686,15600337,661,178820.91,29358.57,2
687,15801277,715,112212.14,181600.72,2
688,15579334,769,126674.81,124118.71,5
689,15802741,625,136294.97,38867.46,7
690,15720649,641,66392.64,31106.67,5
691,15589493,716,122552.34,67611.36,1
692,15688251,767,76408.85,77837.63,1
693,15665238,745,145071.23,6078.46,8
694,15740900,589,.00,177896.92,6
695,15681068,796,109730.22,123882.73,2
696,15748625,664,.00,15304.08,6
697,15727299,445,64119.38,76569.64,1
698,15620204,543,106138.33,120657.32,1
699,15669516,746,.00,16436.56,2
700,15736534,742,181656.52,107667.91,0
701,15803457,750,.00,95611.47,5
702,15659098,669,95128.86,19799.26,7
703,15603436,594,126615.94,123214.74,2
704,15566292,574,.00,71709.12,1
705,15808621,659,76190.48,149066.14,2
706,15580148,750,168286.81,20451.99,5
707,15776231,626,88109.81,32825.50,4
708,15773809,620,.00,6232.31,4
709,15649423,580,.00,10357.03,8
710,15734886,686,123971.51,147794.63,3
711,15722548,540,148116.48,116973.48,0
712,15650288,634,116269.01,129964.94,6
713,15629448,632,120599.21,92816.86,1
714,15716164,501,144260.50,172114.67,3
715,15807609,650,86605.50,16649.31,3
716,15578977,786,.00,144517.19,9
717,15677369,554,58629.97,182038.59,4
718,15804072,701,.00,24210.56,5
719,15696859,474,.00,172175.91,10
720,15653780,621,.00,47578.45,5
721,15721658,672,209767.31,150694.42,2
722,15578761,459,129634.25,177683.02,6
723,15736879,669,.00,66088.83,1
